Index,Cluster,Sub-cluster,Label
1146.0,Linear,Linear_0,Linear_Growth
1147.0,Cyclic,Cyclic_Down-Trend_Diverging,Oscillation
1148.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
1149.0,Cyclic,Cyclic_No-Trend_Indeterminate,Oscillation
1150.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
1151.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1152.0,Cyclic,Cyclic_Up-Trend_Diverging,Oscillation
1153.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
1154.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1155.0,Cyclic,Cyclic_Up-Trend_Diverging,Oscillation
1156.0,2,2_0,Positive_Exponential_Growth
1157.0,Cyclic,Cyclic_Down-Trend_Diverging,Oscillation
1158.0,2,2_1,Positive_Exponential_Growth
1159.0,1,1_1,Negative_Exponential_Growth
1160.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1161.0,2,2_1,Positive_Exponential_Growth
1162.0,Linear,Linear_0,Linear_Growth
1163.0,Cyclic,Cyclic_Down-Trend_Diverging,Oscillation
1164.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
1165.0,Cyclic,Cyclic_No-Trend_Diverging,Oscillation
1166.0,3,3_0,S-shape_Growth
1167.0,3,3_1,Negative_Exponential_Growth
1168.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1169.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1170.0,Cyclic,Cyclic_No-Trend_Diverging,Oscillation
1171.0,Cyclic,Cyclic_Up-Trend_Dampening,Oscillation
1172.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1173.0,2,2_0,S-shape_Growth
1174.0,3,3_1,Negative_Exponential_Growth
1175.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1176.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
1177.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
1178.0,1,1_1,Negative_Exponential_Growth
1179.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1180.0,3,3_1,Negative_Exponential_Growth
1181.0,Linear,Linear_0,Linear_Growth
1182.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1183.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1184.0,Cyclic,Cyclic_Up-Trend_Diverging,Oscillation
1185.0,2,2_1,Positive_Exponential_Growth
1186.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1187.0,Cyclic,Cyclic_No-Trend_Diverging,Oscillation
1188.0,3,3_0,Negative_Exponential_Growth
1189.0,3,3_1,S-shape_Growth
1190.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1191.0,3,3_1,Negative_Exponential_Growth
1192.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1193.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1194.0,1,1_1,Negative_Exponential_Growth
1195.0,3,3_0,Negative_Exponential_Growth
1196.0,Linear,Linear_0,Linear_Growth
1197.0,Cyclic,Cyclic_No-Trend_Indeterminate,Oscillation
1198.0,2,2_0,Positive_Exponential_Growth
1199.0,1,1_1,Negative_Exponential_Growth
1200.0,2,2_1,Positive_Exponential_Growth
1201.0,3,3_0,Negative_Exponential_Growth
1202.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1203.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1204.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1205.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
1206.0,Cyclic,Cyclic_Down-Trend_Dampening,Oscillation
1207.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1208.0,1,1_1,Negative_Exponential_Growth
1209.0,Cyclic,Cyclic_Down-Trend_Diverging,Oscillation
1210.0,3,3_0,S-shape_Growth
1211.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1212.0,Cyclic,Cyclic_No-Trend_Diverging,Oscillation
1213.0,Cyclic,Cyclic_No-Trend_Indeterminate,Oscillation
1214.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
1215.0,1,1_1,Negative_Exponential_Growth
1216.0,1,1_0,Negative_Exponential_Growth
1217.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1218.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1219.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
1220.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1221.0,3,3_1,S-shape_Growth
1222.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1223.0,Linear,Linear_1,Linear_Growth
1224.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
1225.0,3,3_0,Positive_Exponential_Growth
1226.0,Cyclic,Cyclic_Down-Trend_Diverging,Oscillation
1227.0,3,3_0,S-shape_Growth
1228.0,2,2_0,Positive_Exponential_Growth
1229.0,Linear,Linear_1,Linear_Growth
1230.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
1231.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1232.0,Linear,Linear_1,Linear_Growth
1233.0,3,3_0,S-shape_Growth
1234.0,Cyclic,Cyclic_No-Trend_Diverging,Oscillation
1235.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1236.0,1,1_1,Negative_Exponential_Growth
1237.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
1238.0,3,3_0,Negative_Exponential_Growth
1239.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1240.0,Linear,Linear_0,Linear_Growth
1241.0,1,1_1,Negative_Exponential_Growth
1242.0,2,2_0,Positive_Exponential_Growth
1243.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1244.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1245.0,Cyclic,Cyclic_Down-Trend_Dampening,Oscillation
1246.0,Cyclic,Cyclic_Up-Trend_Indeterminate,Oscillation
1247.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1248.0,Linear,Linear_0,Linear_Growth
1249.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1250.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1251.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1252.0,3,3_0,S-shape_Growth
1253.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1254.0,Cyclic,Cyclic_Down-Trend_Diverging,Oscillation
1255.0,Cyclic,Cyclic_No-Trend_Diverging,Oscillation
1256.0,Cyclic,Cyclic_Up-Trend_Dampening,Oscillation
1257.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
1258.0,Cyclic,Cyclic_Up-Trend_Dampening,Oscillation
1259.0,Cyclic,Cyclic_No-Trend_Diverging,Oscillation
1260.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1261.0,Cyclic,Cyclic_Up-Trend_Dampening,Oscillation
1262.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
1263.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1264.0,Cyclic,Cyclic_No-Trend_Indeterminate,Oscillation
1265.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
1266.0,2,2_0,Positive_Exponential_Growth
1267.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1268.0,1,1_0,Negative_Exponential_Growth
1269.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1270.0,Cyclic,Cyclic_No-Trend_Diverging,Oscillation
1271.0,3,3_1,Negative_Exponential_Growth
1272.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1273.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1274.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1275.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1276.0,3,3_1,S-shape_Growth
1277.0,Linear,Linear_0,Linear_Growth
1278.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
1279.0,3,3_1,S-shape_Growth
1280.0,Cyclic,Cyclic_Down-Trend_Indeterminate,Oscillation
1281.0,Linear,Linear_0,Linear_Growth
1282.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1283.0,Linear,Linear_1,Linear_Growth
1284.0,Linear,Linear_0,Linear_Growth
1285.0,Cyclic,Cyclic_No-Trend_Diverging,Oscillation
1286.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1287.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
1288.0,Cyclic,Cyclic_Down-Trend_Dampening,Oscillation
1289.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1290.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1291.0,1,1_1,Negative_Exponential_Growth
1292.0,3,3_1,Positive_Exponential_Growth
1293.0,Linear,Linear_1,Linear_Growth
1294.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
1295.0,Cyclic,Cyclic_No-Trend_Indeterminate,Oscillation
1296.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1297.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
1298.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1299.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1300.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1301.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1302.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
1303.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1304.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1305.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1306.0,2,2_0,Positive_Exponential_Growth
1307.0,Cyclic,Cyclic_Up-Trend_Indeterminate,Oscillation
1308.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1309.0,Cyclic,Cyclic_Up-Trend_Indeterminate,Oscillation
1310.0,Cyclic,Cyclic_Up-Trend_Diverging,Oscillation
1311.0,2,2_1,Positive_Exponential_Growth
1312.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1313.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1314.0,3,3_1,Negative_Exponential_Growth
1315.0,2,2_0,Positive_Exponential_Growth
1316.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1317.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1318.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1319.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
1320.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
1321.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1322.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
1323.0,Linear,Linear_0,Linear_Growth
1324.0,Cyclic,Cyclic_Up-Trend_Dampening,Oscillation
1325.0,3,3_1,S-shape_Growth
1326.0,Linear,Linear_0,Linear_Growth
1327.0,3,3_1,S-shape_Growth
1328.0,3,3_1,Negative_Exponential_Growth
1329.0,Cyclic,Cyclic_Down-Trend_Diverging,Oscillation
1330.0,3,3_1,Negative_Exponential_Growth
1331.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1332.0,3,3_1,S-shape_Growth
1333.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1334.0,3,3_0,Negative_Exponential_Growth
1335.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1336.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1337.0,Cyclic,Cyclic_Down-Trend_Diverging,Oscillation
1338.0,2,2_0,Positive_Exponential_Growth
1339.0,Linear,Linear_0,Linear_Growth
1340.0,3,3_1,S-shape_Growth
1341.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
1342.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1343.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1344.0,3,3_0,Positive_Exponential_Growth
1345.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1346.0,Linear,Linear_1,Linear_Growth
1347.0,Cyclic,Cyclic_Down-Trend_Diverging,Oscillation
1348.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1349.0,Linear,Linear_1,Linear_Growth
1350.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1351.0,3,3_0,Positive_Exponential_Growth
1352.0,Linear,Linear_1,Linear_Growth
1353.0,Cyclic,Cyclic_Down-Trend_Diverging,Oscillation
1354.0,Cyclic,Cyclic_Down-Trend_Dampening,Oscillation
1355.0,1,1_1,Negative_Exponential_Growth
1356.0,Cyclic,Cyclic_No-Trend_Indeterminate,Oscillation
1357.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
1358.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
1359.0,3,3_0,S-shape_Growth
1360.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1361.0,2,2_1,Positive_Exponential_Growth
1362.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1363.0,Linear,Linear_0,Linear_Growth
1364.0,3,3_0,S-shape_Growth
1365.0,Linear,Linear_1,Linear_Growth
1366.0,2,2_0,Positive_Exponential_Growth
1367.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1368.0,Cyclic,Cyclic_Up-Trend_Indeterminate,Oscillation
1369.0,3,3_1,S-shape_Growth
1370.0,Linear,Linear_1,Linear_Growth
1371.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
1372.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1373.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1374.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1375.0,Cyclic,Cyclic_Down-Trend_Diverging,Oscillation
1376.0,Cyclic,Cyclic_Up-Trend_Diverging,Oscillation
1377.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1378.0,1,1_0,Negative_Exponential_Growth
1379.0,3,3_1,S-shape_Growth
1380.0,3,3_1,Negative_Exponential_Growth
1381.0,Cyclic,Cyclic_Up-Trend_Dampening,Oscillation
1382.0,Cyclic,Cyclic_No-Trend_Diverging,Oscillation
1383.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1384.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1385.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1386.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1387.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1388.0,Cyclic,Cyclic_Up-Trend_Diverging,Oscillation
1389.0,Cyclic,Cyclic_Up-Trend_Diverging,Oscillation
1390.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
1391.0,3,3_1,Negative_Exponential_Growth
1392.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1393.0,Linear,Linear_1,Linear_Growth
1394.0,3,3_1,S-shape_Growth
1395.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
1396.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
1397.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1398.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1399.0,Linear,Linear_0,Linear_Growth
1400.0,3,3_0,S-shape_Growth
1401.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1402.0,Cyclic,Cyclic_Up-Trend_Diverging,Oscillation
1403.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1404.0,Cyclic,Cyclic_Down-Trend_Indeterminate,Oscillation
1405.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1406.0,2,2_1,Positive_Exponential_Growth
1407.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1408.0,Cyclic,Cyclic_Up-Trend_Dampening,Oscillation
1409.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
1410.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1411.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1412.0,1,1_0,Negative_Exponential_Growth
1413.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
1414.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1415.0,1,1_1,Negative_Exponential_Growth
1416.0,3,3_0,Negative_Exponential_Growth
1417.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1418.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1419.0,1,1_1,Negative_Exponential_Growth
1420.0,3,3_0,Negative_Exponential_Growth
1421.0,2,2_1,Positive_Exponential_Growth
1422.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
1423.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1424.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
1425.0,3,3_0,S-shape_Growth
1426.0,Linear,Linear_1,Linear_Growth
1427.0,2,2_1,Positive_Exponential_Growth
1428.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
1429.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1430.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1431.0,Cyclic,Cyclic_Up-Trend_Dampening,Oscillation
1432.0,2,2_1,Positive_Exponential_Growth
1433.0,3,3_1,Negative_Exponential_Growth
1434.0,Linear,Linear_0,Linear_Growth
1435.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1436.0,Linear,Linear_0,Linear_Growth
1437.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1438.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1439.0,Cyclic,Cyclic_Down-Trend_Dampening,Oscillation
1440.0,Cyclic,Cyclic_No-Trend_Indeterminate,Oscillation
1441.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
1442.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1443.0,Linear,Linear_1,Linear_Growth
1444.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1445.0,2,2_1,Positive_Exponential_Growth
1446.0,3,3_0,S-shape_Growth
1447.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1448.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
1449.0,3,3_1,S-shape_Growth
1450.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1451.0,Linear,Linear_0,Linear_Growth
1452.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
1453.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
1454.0,3,3_1,S-shape_Growth
1455.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1456.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1457.0,Linear,Linear_1,Linear_Growth
1458.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
1459.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1460.0,Linear,Linear_0,Linear_Growth
1461.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1462.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
1463.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1464.0,3,3_0,S-shape_Growth
1465.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1466.0,1,1_1,Negative_Exponential_Growth
1467.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1468.0,3,3_1,Negative_Exponential_Growth
1469.0,Cyclic,Cyclic_Down-Trend_Diverging,Oscillation
1470.0,Cyclic,Cyclic_No-Trend_Indeterminate,Oscillation
1471.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1472.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
1473.0,Cyclic,Cyclic_Up-Trend_Diverging,Oscillation
1474.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
1475.0,3,3_0,Negative_Exponential_Growth
1476.0,Cyclic,Cyclic_Up-Trend_Dampening,Oscillation
1477.0,3,3_0,S-shape_Growth
1478.0,3,3_1,S-shape_Growth
1479.0,2,2_1,Positive_Exponential_Growth
1480.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
1481.0,Cyclic,Cyclic_No-Trend_Diverging,Oscillation
1482.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
1483.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1484.0,Cyclic,Cyclic_No-Trend_Diverging,Oscillation
1485.0,Cyclic,Cyclic_Down-Trend_Indeterminate,Oscillation
1486.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
1487.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
1488.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1489.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1490.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1491.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
1492.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1493.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
1494.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
1495.0,3,3_0,Positive_Exponential_Growth
1496.0,1,1_1,Negative_Exponential_Growth
1497.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
1498.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
1499.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1500.0,Cyclic,Cyclic_Down-Trend_Dampening,Oscillation
1501.0,1,1_1,Negative_Exponential_Growth
1502.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
1503.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
1504.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1505.0,3,3_1,S-shape_Growth
1506.0,Linear,Linear_1,Linear_Growth
1507.0,1,1_1,Negative_Exponential_Growth
1508.0,Cyclic,Cyclic_No-Trend_Diverging,Oscillation
1509.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1510.0,3,3_1,S-shape_Growth
1511.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1512.0,3,3_0,Negative_Exponential_Growth
1513.0,2,2_0,Positive_Exponential_Growth
1514.0,Linear,Linear_0,Linear_Growth
1515.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
1516.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1517.0,3,3_1,S-shape_Growth
1518.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1519.0,Cyclic,Cyclic_Up-Trend_Indeterminate,Oscillation
1520.0,3,3_0,S-shape_Growth
1521.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
1522.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1523.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1524.0,Cyclic,Cyclic_No-Trend_Indeterminate,Oscillation
1525.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1526.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
1527.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
1528.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1529.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1530.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
1531.0,Linear,Linear_1,Linear_Growth
1532.0,2,2_1,Positive_Exponential_Growth
1533.0,3,3_0,Negative_Exponential_Growth
1534.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
1535.0,2,2_0,Positive_Exponential_Growth
1536.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1537.0,2,2_1,Positive_Exponential_Growth
1538.0,3,3_0,S-shape_Growth
1539.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1540.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1541.0,3,3_0,Positive_Exponential_Growth
1542.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1543.0,1,1_0,Negative_Exponential_Growth
1544.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1545.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1546.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1547.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
1548.0,Cyclic,Cyclic_No-Trend_Indeterminate,Oscillation
1549.0,Cyclic,Cyclic_Up-Trend_Diverging,Oscillation
1550.0,3,3_1,S-shape_Growth
1551.0,Linear,Linear_0,Linear_Growth
1552.0,Cyclic,Cyclic_Up-Trend_Dampening,Oscillation
1553.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1554.0,3,3_0,S-shape_Growth
1555.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
1556.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
1557.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1558.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
1559.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1560.0,2,2_1,Positive_Exponential_Growth
1561.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1562.0,Cyclic,Cyclic_Up-Trend_Dampening,Oscillation
1563.0,2,2_1,Positive_Exponential_Growth
1564.0,Linear,Linear_0,Linear_Growth
1565.0,3,3_0,S-shape_Growth
1566.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1567.0,1,1_0,Negative_Exponential_Growth
1568.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1569.0,Cyclic,Cyclic_No-Trend_Indeterminate,Oscillation
1570.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
1571.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
1572.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1573.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
1574.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1575.0,3,3_1,S-shape_Growth
1576.0,Cyclic,Cyclic_No-Trend_Indeterminate,Oscillation
1577.0,Cyclic,Cyclic_Up-Trend_Diverging,Oscillation
1578.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
1579.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
1580.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1581.0,Cyclic,Cyclic_Up-Trend_Dampening,Oscillation
1582.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
1583.0,Cyclic,Cyclic_No-Trend_Diverging,Oscillation
1584.0,2,2_1,Positive_Exponential_Growth
1585.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
1586.0,2,2_1,Positive_Exponential_Growth
1587.0,3,3_1,Negative_Exponential_Growth
1588.0,Cyclic,Cyclic_Up-Trend_Dampening,Oscillation
1589.0,Cyclic,Cyclic_Down-Trend_Dampening,Oscillation
1590.0,Linear,Linear_1,Linear_Growth
1591.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
1592.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1593.0,Cyclic,Cyclic_No-Trend_Diverging,Oscillation
1594.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1595.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1596.0,3,3_0,Negative_Exponential_Growth
1597.0,Cyclic,Cyclic_Down-Trend_Diverging,Oscillation
1598.0,Cyclic,Cyclic_No-Trend_Indeterminate,Oscillation
1599.0,3,3_1,Negative_Exponential_Growth
1600.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1601.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1602.0,Cyclic,Cyclic_No-Trend_Diverging,Oscillation
1603.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1604.0,Cyclic,Cyclic_No-Trend_Diverging,Oscillation
1605.0,Cyclic,Cyclic_Up-Trend_Dampening,Oscillation
1606.0,Cyclic,Cyclic_Down-Trend_Indeterminate,Oscillation
1607.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1608.0,2,2_1,Positive_Exponential_Growth
1609.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1610.0,2,2_0,Positive_Exponential_Growth
1611.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1612.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1613.0,2,2_0,Positive_Exponential_Growth
1614.0,3,3_1,Negative_Exponential_Growth
1615.0,3,3_1,S-shape_Growth
1616.0,Cyclic,Cyclic_Down-Trend_Diverging,Oscillation
1617.0,Cyclic,Cyclic_Up-Trend_Dampening,Oscillation
